Genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,geneID
Up-regulated,GO:0001101,response to acid chemical,25/1856,119/16344,0.0016554188794036028,0.019567461588983495,PDX1/NQO1/GLRB/CCN2/PDGFD/BCL11A/COL16A1/COL4A1/COL1A1/TNF/CAPN2/PDGFRA/COL1A2/MMP2/MYC/CASTOR2/CASTOR3/KLF2/COL3A1/MEAK7/ATP2B4/SESN1/DNMT3A/COL6A1/SLC38A9
Up-regulated,GO:0030203,glycosaminoglycan metabolic process,25/1856,119/16344,0.0016554188794036028,0.019567461588983495,CEMIP/B3GNT3/CHST9/FOXC1/HS3ST1/ITIH5/CHST3/B3GNT7/TGFB1/CHST11/HYAL3/SPOCK2/CD44/DCN/ABCC5/CHST15/IDUA/EXT1/CHSY1/DSEL/HYAL2/BGN/CSGALNACT2/CHPF/AP2A1
Up-regulated,GO:0001946,lymphangiogenesis,7/1856,17/16344,0.0016671390113454608,0.019577644748704704,PDPN/FOXC1/VEGFC/PTPN14/VASH1/EPHA2/CCBE1
Up-regulated,GO:0003184,pulmonary valve morphogenesis,7/1856,17/16344,0.0016671390113454608,0.019577644748704704,TGFB2/JAG1/GJA5/ROBO2/SLIT2/HEYL/ROBO1
Up-regulated,GO:0033631,cell-cell adhesion mediated by integrin,7/1856,17/16344,0.0016671390113454608,0.019577644748704704,PODXL/CD3E/PIEZO1/ITGA4/FERMT3/SWAP70/ITGB1
Up-regulated,GO:0010977,negative regulation of neuron projection development,27/1856,132/16344,0.001673390715279951,0.019577644748704704,STMN2/CRMP1/SEMA3E/TNR/SPP1/SEMA7A/THY1/BCL11A/SEMA3C/SEMA3G/FLNA/EPHA4/SEMA3A/SYNGAP1/PRAG1/EPHB2/PMP22/VIM/SEMA3D/SEMA4A/MAP2/DPYSL3/SEMA4D/INPP5F/TRPV4/GDI1/ADCY6
Up-regulated,GO:0070555,response to interleukin-1,27/1856,132/16344,0.001673390715279951,0.019577644748704704,CHI3L1/ANKRD1/CXCL8/CCL19/CCL20/CCL21/SOX9/MAPK13/EPO/INHBB/CCL2/MMP2/AQP4/MYC/ADAMTS12/GBP2/ADAMTS7/KLF2/HYAL3/PYCARD/PTGIS/ZC3H12A/ANXA1/IRAK3/SRC/HYAL2/SIRPA
Up-regulated,GO:0030099,myeloid cell differentiation,62/1856,377/16344,0.0017102086189309926,0.01996755818143716,POU4F1/GPC3/CCL19/ITGB6/ROR2/UBD/TESC/GPR55/MMP9/LIF/IRF4/TSPAN2/EPO/JAG1/ALAS2/ITGB8/FSTL3/TNF/ANXA2/JAK3/LOX/F2RL1/CDKN2B/CCR7/MYC/LRRK1/GATA2/FBN1/STAT1/RUNX1/PRKX/CD109/TGFB1/IKZF1/TFRC/KLF2/JUN/JUNB/PIAS3/IFI16/RASGRP4/NBEAL2/MITF/EPHA2/RARG/PML/SRC/P4HTM/MTURN/SBNO2/CEACAM1/ZFP36/ACTN1/ITPKB/MYH9/RB1/JMJD6/DHRS7B/PTPN6/STAT3/CTR9/ACIN1
Up-regulated,GO:0043534,blood vessel endothelial cell migration,24/1856,113/16344,0.0017373109907238675,0.020223742383778918,RGCC/THBS1/SRPX2/TNF/PTGS2/SH3BP1/GATA2/SLIT2/ROBO1/TGFB1/VEGFC/VASH1/KLF4/HDAC7/JCAD/EPHA2/ANXA1/PLCG1/ATP2B4/MYH9/PLK2/ITGB1/SPRED1/AKT3
Up-regulated,GO:0043535,regulation of blood vessel endothelial cell migration,20/1856,88/16344,0.0017427556362878877,0.020223742383778918,RGCC/THBS1/SRPX2/TNF/PTGS2/SH3BP1/GATA2/TGFB1/VEGFC/VASH1/KLF4/HDAC7/JCAD/EPHA2/ANXA1/PLCG1/ATP2B4/PLK2/SPRED1/AKT3
Up-regulated,GO:0070098,chemokine-mediated signaling pathway,20/1856,88/16344,0.0017427556362878877,0.020223742383778918,CXCL6/CXCL5/CXCL8/CCL19/CCL20/ACKR1/CXCL1/CCL21/CXCR3/FOXC1/CCR2/CCL2/CXCL9/CCR7/CXCR4/SLIT2/ROBO1/SLIT3/STK39/CX3CR1
Up-regulated,GO:0071230,cellular response to amino acid stimulus,17/1856,70/16344,0.0017634432018292408,0.020405970092510613,PDGFD/BCL11A/COL16A1/COL4A1/COL1A1/TNF/CAPN2/PDGFRA/COL1A2/MMP2/CASTOR2/CASTOR3/COL3A1/SESN1/DNMT3A/COL6A1/SLC38A9
Up-regulated,GO:0001890,placenta development,28/1856,139/16344,0.0017655925879728638,0.020405970092510613,SPINT1/STC2/OVOL2/KRT19/MDFI/SPP1/STC1/SPINT2/VASH2/CCN1/GRHL2/LIF/ST14/ITGB8/TPPP3/VDR/LDOC1/PRDM1/PTGS2/ADAM19/GATA2/VASH1/FGFR2/JUNB/HSD17B2/BSG/HTRA1/CUL7
Up-regulated,GO:0030048,actin filament-based movement,26/1856,126/16344,0.0017714491417273681,0.020432380120609422,MYO7B/PDPN/CACNA1C/STC1/GSN/WIPF3/GJA5/GJC1/FLNA/MYO1G/FRMD6/ACTA2/CACNA2D1/GJA1/WAS/PDE4D/MYO1F/MYO5A/CCDC88C/TPM1/DSG2/GPD1L/MYH9/MYO1C/ATP1A1/PARVA
Up-regulated,GO:1904035,regulation of epithelial cell apoptotic process,18/1856,76/16344,0.001777358591706031,0.02045929276287767,PDX1/HLA-G/GSN/RGCC/THBS1/TNF/CCL2/PKHD1/MDK/GATA2/ITGA4/RAMP2/TNFAIP3/PLCG1/WFS1/ZFP36/YAP1/RB1
Up-regulated,GO:0043010,camera-type eye development,51/1856,298/16344,0.0017960281412457567,0.020520759204964815,GRM6/CRB2/ATP8A2/EFEMP1/RORB/LAMC3/WNT9A/USH1C/HCN1/SDK1/SLC7A11/CACNA1C/SOX9/WNT2B/GRHL2/TGFB2/THY1/COL8A2/JAG1/FOXC1/COL4A1/PROM1/FAT1/MAB21L2/CRYAB/PDGFRA/ACHE/SMARCD3/BCL11B/LIMK2/FBN1/EPHB2/GJA1/FJX1/NES/VIM/JUN/KLF4/ARHGEF15/SPRY1/MITF/BAX/EPHA2/B9D1/RARG/ATP2B4/TBX2/CASP2/SPRED1/CRYBG3/JMJD6
Up-regulated,GO:0035331,negative regulation of hippo signaling,6/1856,13/16344,0.001797046034205099,0.020520759204964815,CIT/WTIP/WWC1/DLG5/VGLL4/WWC3
Up-regulated,GO:0045019,negative regulation of nitric oxide biosynthetic process,6/1856,13/16344,0.001797046034205099,0.020520759204964815,CD34/PTGIS/ZC3H12A/TSPO/ATP2B4/SIRPA
Up-regulated,GO:1904406,negative regulation of nitric oxide metabolic process,6/1856,13/16344,0.001797046034205099,0.020520759204964815,CD34/PTGIS/ZC3H12A/TSPO/ATP2B4/SIRPA
Up-regulated,GO:0097193,intrinsic apoptotic signaling pathway,49/1856,284/16344,0.0018363048877164535,0.02092729135981241,POU4F1/PDX1/CD24/BDKRB2/TP73/IL20RA/MMP9/EDA2R/PHLDA3/EPO/DDIAS/ATP2A3/TNF/S100A8/RIPK3/PTGS2/MYC/S100A9/E2F1/BCL2/YBX3/IKBKE/AEN/LCK/PYCARD/FHIT/CDKN1A/CD44/IFI16/PERP/BAX/EPHA2/NCK2/PML/SRC/WFS1/ARHGEF2/HYOU1/CASP2/DNAJC10/PPP1R15A/TRIM32/MYBBP1A/DDX5/CASP4/DNM1L/DYRK2/TNFRSF10B/SELENOS
Up-regulated,GO:0002042,cell migration involved in sprouting angiogenesis,14/1856,53/16344,0.0018722434611404518,0.021286760675864165,THBS1/SRPX2/PTGS2/GATA2/SLIT2/ROBO1/KLF4/HDAC7/JCAD/ANXA1/PLK2/ITGB1/SPRED1/AKT3
Up-regulated,GO:0072175,epithelial tube formation,27/1856,133/16344,0.0018773766500224797,0.021286760675864165,SPINT1/OVOL2/CTHRC1/SOX9/SPINT2/GRHL2/WNT4/TGFB2/SOX4/VANGL2/PTK7/ST14/FZD2/FZD3/MTHFD1L/PODXL/FZD6/TGFB1/PRICKLE1/FGFR2/HNF1B/RARG/LUZP1/FZD1/TEAD2/VASP/KAT2A
Up-regulated,GO:0038084,vascular endothelial growth factor signaling pathway,12/1856,42/16344,0.0018831604688409013,0.021286760675864165,SMOC2/FOXC1/PDGFRA/ROBO1/PTP4A3/VEGFC/FLT3/ADGRA2/DCN/JCAD/CCBE1/MYO1C
Up-regulated,GO:0002444,myeloid leukocyte mediated immunity,22/1856,101/16344,0.0018901720718998418,0.021286760675864165,CXCL6/IGHG1/STAP1/FCGR1A/ANXA3/PTGDS/CCR2/F2RL1/ADGRE2/GATA2/LAT/SPON2/UNC13D/CX3CR1/ITGAM/PIK3CG/TRAF3IP2/ITGB2/RAC2/SYK/SERPINB9/CBL
Up-regulated,GO:0042303,molting cycle,22/1856,101/16344,0.0018901720718998418,0.021286760675864165,EPS8L3/FA2H/KRT17/WNT10B/WNT10A/FGF7/FERMT1/SOX9/TRPV3/APCDD1/TGFB2/PDGFA/TNF/FZD3/PTGS2/FZD6/BCL2/CD109/FGFR2/EXT1/MPZL3/GORAB
Up-regulated,GO:0042633,hair cycle,22/1856,101/16344,0.0018901720718998418,0.021286760675864165,EPS8L3/FA2H/KRT17/WNT10B/WNT10A/FGF7/FERMT1/SOX9/TRPV3/APCDD1/TGFB2/PDGFA/TNF/FZD3/PTGS2/FZD6/BCL2/CD109/FGFR2/EXT1/MPZL3/GORAB
Up-regulated,GO:0045926,negative regulation of growth,42/1856,235/16344,0.001907148428093051,0.021435748835206964,GPC3/KCNK2/STC2/SEMA3E/TNR/CDKN2A/SPP1/CCN3/TP73/TGFB2/SEMA7A/RGS4/BCL11A/SEMA3C/SEMA3G/CRYAB/RERG/SEMA3A/SLIT2/GJA1/BCL2/DACT3/SOX17/TGFB1/SLIT3/RGS2/FRZB/SEMA3D/SEMA4A/EAF2/MAP2/CDKN1A/SEMA4D/TCHP/PRDM11/PML/WWC1/HYAL2/RB1/VGLL4/FGFR3/WWC3
Up-regulated,GO:0014020,primary neural tube formation,21/1856,95/16344,0.0019566841879134103,0.02194939262559337,SPINT1/OVOL2/CTHRC1/SPINT2/GRHL2/TGFB2/VANGL2/PTK7/ST14/FZD2/FZD3/MTHFD1L/FZD6/TGFB1/PRICKLE1/RARG/LUZP1/FZD1/TEAD2/VASP/KAT2A
Up-regulated,GO:0072659,protein localization to plasma membrane,48/1856,278/16344,0.0019998132616705824,0.022265760334829954,RAB3B/PKP3/TESC/MRAP2/NFASC/TSPAN32/LRRC15/EPHA3/CLIP3/LGALS3/TNF/TSPAN5/TMEM88/TNIK/ITGA3/FLNA/PACS1/EHD2/EPHB2/TGFB1/MYADM/ARHGEF16/TPBG/KRT18/ANK3/MMP14/RAB3D/PKDCC/EPHA2/RAMP2/MYO5A/VAMP5/FYB1/ATP2B4/BSG/STX3/P2RY1/EZR/RAB34/ITGB1/ZDHHC7/TSPAN14/KIF5B/ZFYVE27/PACS2/CSK/SYS1/ZDHHC5
Up-regulated,GO:0003148,outflow tract septum morphogenesis,8/1856,22/16344,0.0020082384780234675,0.022265760334829954,TGFB2/SEMA3C/ROBO2/ROBO1/FGFR2/ENG/TBX2/PARVA
Up-regulated,GO:0032928,regulation of superoxide anion generation,8/1856,22/16344,0.0020082384780234675,0.022265760334829954,F2RL1/FPR2/TGFB1/CLEC7A/ITGAM/GSTP1/ITGB2/SYK
Up-regulated,GO:0035988,chondrocyte proliferation,8/1856,22/16344,0.0020082384780234675,0.022265760334829954,CCN3/SOX9/STC1/CCN2/MMP16/MMP14/EXT1/FGFR3
Up-regulated,GO:0036303,lymph vessel morphogenesis,8/1856,22/16344,0.0020082384780234675,0.022265760334829954,PDPN/FOXC1/SVEP1/VEGFC/PTPN14/VASH1/EPHA2/CCBE1
Up-regulated,GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell,8/1856,22/16344,0.0020082384780234675,0.022265760334829954,CHST4/TNF/CCR2/MDK/FUT4/ALOX5/ITGA4/ITGB2
Up-regulated,GO:0001654,eye development,57/1856,343/16344,0.0020182581280829897,0.022333568183293587,GRM6/CRB2/ATP8A2/EFEMP1/RORB/MFAP2/LAMC3/WNT9A/USH1C/HCN1/SDK1/SLC7A11/CACNA1C/SOX9/WNT2B/GRHL2/TGFB2/THY1/COL8A2/JAG1/FOXC1/COL5A1/COL4A1/PROM1/FAT1/MAB21L2/CRYAB/PDGFRA/MEIS3/ACHE/SMARCD3/PRDM1/BCL11B/LIMK2/FBN1/EPHB2/GJA1/BCL2/FJX1/NES/VIM/JUN/KLF4/ARHGEF15/SPRY1/MITF/BAX/EPHA2/B9D1/RARG/ATP2B4/TBX2/CASP2/SPRED1/CRYBG3/JMJD6/STAT3
Up-regulated,GO:0048863,stem cell differentiation,37/1856,201/16344,0.002030247866485033,0.022385803759014156,EPCAM/PDX1/SEMA3E/WNT10A/TACSTD2/OVOL2/SOX9/TGFB2/LIF/SEMA7A/JAG1/FOXC1/A2M/SEMA3C/SEMA3G/PDGFRA/SEMA3A/HOXB4/LBH/SOX17/PHF19/FRZB/SEMA3D/SEMA4A/HAND2/PRICKLE1/FGFR2/HNF1B/SEMA4D/EXT1/LTBP3/FZD1/TEAD2/PTPRC/YAP1/STAT3/CDK12
Up-regulated,GO:0090049,regulation of cell migration involved in sprouting angiogenesis,11/1856,37/16344,0.002030804431205794,0.022385803759014156,THBS1/SRPX2/PTGS2/GATA2/KLF4/HDAC7/JCAD/ANXA1/PLK2/SPRED1/AKT3
Up-regulated,GO:1903036,positive regulation of response to wounding,16/1856,65/16344,0.0020480276315751273,0.022532242462002507,DUOX2/SMOC2/CLDN4/ADRA2A/FERMT1/F3/THBS1/FKBP1B/THBD/MDK/FLNA/CXCR4/HBEGF/CLEC7A/ANXA1/ITGB1
Up-regulated,GO:0002698,negative regulation of immune effector process,23/1856,108/16344,0.002064894234403685,0.022674203291791713,FOXJ1/HLA-G/TGFB2/SLAMF1/A2M/LGALS3/TNF/JAK3/CCR2/CD22/IL7R/TGFB3/TGFB1/CX3CR1/ZC3H12A/ANXA1/SERPINB9/IRAK3/HLA-A/PTPRC/CEACAM1/CD59/PTPN6
Up-regulated,GO:0061045,negative regulation of wound healing,17/1856,71/16344,0.002077903252063866,0.022773341963711453,TAFA5/FAP/CLDN19/AJAP1/WNT4/SLC12A2/PDGFA/THBS1/PLAT/TNF/THBD/CD34/PDGFRA/CD109/ALOX5/PRKG1/CEACAM1
Up-regulated,GO:0048660,regulation of smooth muscle cell proliferation,27/1856,134/16344,0.002102322282237784,0.022996913530941424,TAFA5/TACR1/ITGA2/MMP9/PDGFD/NOTCH3/THBS1/TNF/MMP2/PTGS2/MYC/STAT1/GJA1/TGFB3/TGFB1/PTGIR/HBEGF/JUN/ADAMTS1/PRKG1/FGFR2/CDKN1A/IL18/EFEMP2/TNFAIP3/TPM1/GNA12
Up-regulated,GO:0046850,regulation of bone remodeling,13/1856,48/16344,0.0021083852480800625,0.023019221382187097,SPP1/IL20RA/MDK/GJA1/TFRC/TNFRSF11B/SYK/TNFAIP3/LTBP3/SRC/ITGB3/SUCO/CSK
Up-regulated,GO:0090022,regulation of neutrophil chemotaxis,10/1856,32/16344,0.002129423204636271,0.023116565756592232,CXCL8/CCL19/CCL21/CCR7/MDK/SLIT2/RIPOR2/C5AR1/RAC2/DNM1L
Up-regulated,GO:0150077,regulation of neuroinflammatory response,10/1856,32/16344,0.002129423204636271,0.023116565756592232,CD200/SPHK1/STAP1/MMP9/DAGLA/TNF/PTGS2/SYT11/IL18/PTPRC
Up-regulated,GO:1902624,positive regulation of neutrophil migration,10/1856,32/16344,0.002129423204636271,0.023116565756592232,CXCL8/CCL19/CCL21/CCR7/MDK/RIPOR2/FUT4/C5AR1/RAC2/DNM1L
Up-regulated,GO:0003279,cardiac septum development,22/1856,102/16344,0.0021569117962593736,0.023370629519696737,CCN1/TGFB2/SOX4/JAG1/PTK7/SEMA3C/FZD2/GJA5/PRDM1/ROBO2/SLIT2/HEYL/ROBO1/SLIT3/HEG1/FGFR2/ENG/LUZP1/FZD1/TBX2/PARVA/MAML1
Up-regulated,GO:0002697,regulation of immune effector process,56/1856,337/16344,0.0021999279842680342,0.02379165973156413,CXCL6/CCL19/FOXJ1/FCER2/MZB1/INAVA/STAP1/HLA-G/TGFB2/CLCF1/CD1E/IRF4/SEMA7A/FCN1/SLAMF1/A2M/LGALS3/TNF/JAK3/CCR2/CD22/F2RL1/RIPK3/GPRC5B/ADGRE2/IL7R/GATA2/EPHB2/TGFB3/SPON2/TGFB1/TFRC/WAS/CLEC7A/UNC13D/CX3CR1/PVR/PTPN22/ITGAM/IL27RA/ZC3H12A/IL18/ITGB2/RAC2/ANXA1/SYK/SERPINB9/IRAK3/HLA-A/TP53BP1/PTPRC/HK1/GPI/CEACAM1/CD59/PTPN6
Up-regulated,GO:1901654,response to ketone,34/1856,182/16344,0.002347361472931265,0.025338216955924087,ADCY8/CCL19/TACR1/CLDN4/CCL21/CFTR/SPP1/NQO1/AQP1/TGFB2/EPO/PRKAA2/THBS1/A2M/PLAT/IGFBP7/CCR7/MYC/TYMS/SLIT2/CCND1/TGFB3/TGFB1/SLIT3/KLF2/TRERF1/ADCY3/TSPO/SRC/GPI/TXNIP/CBL/YAP1/ADCY6
Up-regulated,GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,15/1856,60/16344,0.002370071226220863,0.02546314695759591,SLAMF1/MC1R/CD34/SYT11/VSIR/PTPN22/IL27RA/ZC3H12A/GSTP1/TSPO/TNFAIP3/IRAK3/SIRPA/SELENOS/PTPN6
Up-regulated,GO:2000401,regulation of lymphocyte migration,15/1856,60/16344,0.002370071226220863,0.02546314695759591,CCL20/CD200/CCL21/CCR2/RIPK3/CCL2/RIPOR2/TNFSF14/SPN/STK39/PYCARD/ITGA4/DOCK8/IL27RA/STK10
Up-regulated,GO:0001838,embryonic epithelial tube formation,25/1856,122/16344,0.002372287594546167,0.02546314695759591,SPINT1/OVOL2/CTHRC1/SOX9/SPINT2/GRHL2/WNT4/TGFB2/SOX4/VANGL2/PTK7/ST14/FZD2/FZD3/MTHFD1L/FZD6/TGFB1/PRICKLE1/HNF1B/RARG/LUZP1/FZD1/TEAD2/VASP/KAT2A
Up-regulated,GO:0001656,metanephros development,19/1856,84/16344,0.0023783265478737638,0.025480161386490268,GPC3/FOXJ1/SOX9/WNT4/LIF/PDGFA/FRAS1/CD34/PDGFRA/ROBO2/MYC/FBN1/STAT1/BCL2/SOX17/HNF1B/SPRY1/DLG5/YAP1
Up-regulated,GO:0060411,cardiac septum morphogenesis,16/1856,66/16344,0.002423801649727156,0.025900891338623225,CCN1/TGFB2/SOX4/JAG1/SEMA3C/FZD2/ROBO2/SLIT2/HEYL/ROBO1/SLIT3/FGFR2/ENG/FZD1/TBX2/PARVA
Up-regulated,GO:0010950,positive regulation of endopeptidase activity,31/1856,162/16344,0.002432647721741684,0.025900891338623225,CCN1/F3/COL4A3/GSN/CCN2/P2RX1/AIM2/ATP2A3/CASC2/TNF/S100A8/NLRP12/MYC/S100A9/EPHA4/MEFV/ROBO1/CLEC7A/LCK/PYCARD/VSIR/IFI16/APH1B/PERP/BAX/SYK/CYFIP2/PML/CASP2/CARD8/STAT3
Up-regulated,GO:0001736,establishment of planar polarity,17/1856,72/16344,0.0024379676777116148,0.025900891338623225,GPC3/ROR2/CTHRC1/VANGL2/GPC4/PTK7/FZD2/JHY/FZD3/FZD7/PKHD1/FZD6/DACT1/PRICKLE1/FZD1/SMURF2/ANKRD6
Up-regulated,GO:0007164,establishment of tissue polarity,17/1856,72/16344,0.0024379676777116148,0.025900891338623225,GPC3/ROR2/CTHRC1/VANGL2/GPC4/PTK7/FZD2/JHY/FZD3/FZD7/PKHD1/FZD6/DACT1/PRICKLE1/FZD1/SMURF2/ANKRD6
Up-regulated,GO:0050708,regulation of protein secretion,41/1856,231/16344,0.002444335954994753,0.025900891338623225,ANKRD1/ADCY8/PDX1/ACSL4/CD200/CFTR/ADRA2A/CCN3/TGFB2/SOX4/SNAP25/STX1A/SLC12A2/TTN/FKBP1B/TNF/F2RL1/TRPM2/INHBB/ACHE/RHBDF2/MYOM1/RHBDF1/TGFB3/OXCT1/TGFB1/ALOX5/VEGFC/APBB3/RAB11FIP5/CPT1A/AACS/LRRC8A/ATP13A2/C2CD2L/EZR/LLGL1/DNM1L/RAB11FIP1/KLF7/CDK16
Up-regulated,GO:0001841,neural tube formation,22/1856,103/16344,0.0024548780252209887,0.025900891338623225,SPINT1/OVOL2/CTHRC1/SPINT2/GRHL2/TGFB2/SOX4/VANGL2/PTK7/ST14/FZD2/FZD3/MTHFD1L/FZD6/TGFB1/PRICKLE1/RARG/LUZP1/FZD1/TEAD2/VASP/KAT2A
Up-regulated,GO:0048640,negative regulation of developmental growth,22/1856,103/16344,0.0024548780252209887,0.025900891338623225,KCNK2/STC2/SEMA3E/TNR/SPP1/TP73/SEMA7A/RGS4/BCL11A/SEMA3C/SEMA3G/SEMA3A/RGS2/SEMA3D/SEMA4A/MAP2/CDKN1A/SEMA4D/WWC1/VGLL4/FGFR3/WWC3
Up-regulated,GO:0030206,chondroitin sulfate biosynthetic process,7/1856,18/16344,0.0024628709820330424,0.025900891338623225,CHST9/CHST3/CHST11/CHST15/CHSY1/CSGALNACT2/CHPF
Up-regulated,GO:0032026,response to magnesium ion,7/1856,18/16344,0.0024628709820330424,0.025900891338623225,FGF23/THBS1/CCND1/ANK3/SLC41A1/TNFRSF11B/ENTPD6
Up-regulated,GO:1901739,regulation of myoblast fusion,7/1856,18/16344,0.0024628709820330424,0.025900891338623225,ADGRB1/CAPN2/CXCL9/EHD2/RIPOR2/TNFSF14/PLEKHO1
Up-regulated,GO:0035107,appendage morphogenesis,26/1856,129/16344,0.0025043047817211042,0.026240160542539262,GPC3/ROR2/CACNA1C/SOX9/GRHL2/TGFB2/SOX4/SEMA3C/FRAS1/FZD6/GJA1/CHST11/PCSK5/COL3A1/HAND2/FGFR2/AFF3/DYNC2H1/PKDCC/BAX/B9D1/RARG/EXT1/TBX2/C2CD3/GNA12
Up-regulated,GO:0035108,limb morphogenesis,26/1856,129/16344,0.0025043047817211042,0.026240160542539262,GPC3/ROR2/CACNA1C/SOX9/GRHL2/TGFB2/SOX4/SEMA3C/FRAS1/FZD6/GJA1/CHST11/PCSK5/COL3A1/HAND2/FGFR2/AFF3/DYNC2H1/PKDCC/BAX/B9D1/RARG/EXT1/TBX2/C2CD3/GNA12
Up-regulated,GO:0072091,regulation of stem cell proliferation,11/1856,38/16344,0.002569361209513853,0.026872605995664996,OVOL1/EPCAM/OVOL2/FERMT1/FBLN1/GJA1/SOX17/VEGFC/LTBP3/PTPRC/YAP1
Up-regulated,GO:0009913,epidermal cell differentiation,34/1856,183/16344,0.0025759236402694285,0.026892078733542702,OVOL1/KRT86/FA2H/KRT17/ESRP1/KRT80/OVOL2/ETV4/KRT7/USH1C/GRHL2/JAG2/JAG1/FOXC1/ST14/VDR/WHRN/PALLD/BCL11B/MAFF/CD109/KRT8/EZH2/MACROH2A2/KLF4/EPHA2/ANXA1/SLC4A7/ZFP36/TXNIP/YAP1/KLF7/MACROH2A1/UGCG
Up-regulated,GO:0071216,cellular response to biotic stimulus,40/1856,225/16344,0.0026578868498265415,0.02769721433125254,ANKRD1/CXCL6/CXCL5/CXCL8/CXCL1/IGFBPL1/STAP1/TNF/CAPN2/LDOC1/CCL2/CXCL9/TIGAR/CD6/EPHB2/SPON2/TGFB1/VIM/CLEC7A/PYCARD/CX3CR1/PTPN22/ZC3H12A/IL18/GSTP1/TSPO/SYK/TNFAIP3/CARD16/SRC/WFS1/SIRPA/HSPA5/SBNO2/ZFP36/TXNIP/CARD8/SELENOS/CTR9/TRIM5
Up-regulated,GO:0007249,I-kappaB kinase/NF-kappaB signaling,48/1856,282/16344,0.0026889984410069802,0.027970472874547153,CCL19/UBD/CCL21/S100A12/INAVA/EDA2R/TNF/F2RL1/RIPK3/TRIM59/GPRC5B/NLRP12/TRAF1/CCR7/TLR7/FLNA/STAT1/GJA1/PIM2/BIRC3/ECT2/IKBKE/TFRC/CLEC7A/ZDHHC13/PYCARD/CX3CR1/FAIM/ZC3H12A/TRAF3IP2/TRIM22/GSTP1/TNFAIP3/CARD16/S100A4/SECTM1/IRAK1BP1/SIRPA/IKBKG/TRIM32/PLK2/CARD8/TNFRSF10B/TMEM9B/ALPK1/IFIT5/CANT1/TRIM5
Up-regulated,GO:0060135,maternal process involved in female pregnancy,14/1856,55/16344,0.0027302355998240634,0.028347872716140594,STC2/SPP1/STC1/WNT4/LIF/TPPP3/VDR/LDOC1/PRDM1/PTGS2/ITGA3/RGS2/JUNB/BSG
Up-regulated,GO:0044319,"wound healing, spreading of cells",10/1856,33/16344,0.0027488159252013204,0.028437569454026684,PDPN/FERMT1/CCN1/COL5A1/FLNA/HBEGF/CD44/MRTFA/DDR1/CEACAM1
Up-regulated,GO:0090505,epiboly involved in wound healing,10/1856,33/16344,0.0027488159252013204,0.028437569454026684,PDPN/FERMT1/CCN1/COL5A1/FLNA/HBEGF/CD44/MRTFA/DDR1/CEACAM1
Up-regulated,GO:0043547,positive regulation of GTPase activity,46/1856,268/16344,0.002756892792565259,0.02846964560697806,CCL19/FOXJ1/CCL20/CCL21/WNT4/THY1/RGS4/TBC1D30/F2RL1/CCL2/CCR7/ARHGAP27/RGS16/SH3BP1/RASGRF2/TBC1D10C/NEDD9/ECT2/ARHGEF16/ARHGEF10/EZH2/RGS10/TAX1BP3/ADAP1/ABR/AGRN/DOCK8/RAP1GAP/ARHGEF15/SEMA4D/RASGRP4/ITGA6/EPHA2/ARAP3/RCC2/SLC27A4/ARHGAP6/RANGAP1/ASAP1/TGM2/RAPGEF5/GMIP/ARHGAP45/PREX1/ITGB1/TBC1D22A
Up-regulated,GO:0043405,regulation of MAP kinase activity,33/1856,177/16344,0.0027866723259947833,0.028675875137168717,CCL19/ROR2/CD24/ADRA2A/S100A12/PDGFD/PDGFA/THBS1/TNF/MAP3K12/EPHA4/LAX1/ROBO1/TGFB1/TNXB/RGS2/FLT3/EZH2/PDE5A/PTPN22/PIK3CG/KSR1/SPRY4/SPRY1/GSTP1/SYK/IRAK3/SRC/HYAL2/PTPRC/PTPN6/CSK/CDK12
Up-regulated,GO:0046545,development of primary female sexual characteristics,22/1856,104/16344,0.002786888057379096,0.028675875137168717,PTX3/AMH/WNT4/FOXC1/A2M/INHBB/PDGFRA/MMP2/ROBO2/MYC/SLIT2/BCL2/SLIT3/LFNG/HYAL3/ADAMTS1/MMP14/ARID5B/BAX/SRC/HSPA5/CASP2
Up-regulated,GO:0021915,neural tube development,29/1856,150/16344,0.0028160956185425672,0.028801355333842784,SPINT1/OVOL2/CTHRC1/SPINT2/GRHL2/TGFB2/SOX4/VANGL2/DZIP1L/PTK7/ST14/SEMA3C/FZD2/FZD3/MTHFD1L/FZD6/DACT1/SOX17/TGFB1/PRICKLE1/EPHA2/RARG/LUZP1/GORAB/FZD1/TEAD2/VASP/KAT2A/C2CD3
Up-regulated,GO:0032623,interleukin-2 production,15/1856,61/16344,0.0028192202389358432,0.028801355333842784,VTCN1/IRF4/CD34/CCR2/NAV3/CD3E/RUNX1/CLEC7A/HDAC7/PDE4D/ANXA1/TNFAIP3/PTPRC/EZR/ZFP36
Up-regulated,GO:0032663,regulation of interleukin-2 production,15/1856,61/16344,0.0028192202389358432,0.028801355333842784,VTCN1/IRF4/CD34/CCR2/NAV3/CD3E/RUNX1/CLEC7A/HDAC7/PDE4D/ANXA1/TNFAIP3/PTPRC/EZR/ZFP36
